"X.1" "X.2" "y" "delta"
"1" 1 -0.738269729905562 1.7 0
"2" 1 1.00112742848093 1.7 0
"3" 1 -0.320814411892804 0.824818942958079 1
"4" 1 1.34900686015823 1.22724960329204 1
"5" 1 1.5577345191646 0.616429145804558 1
"6" 1 -1.57318036593108 1.7 0
"7" 1 0.0966409061199533 0.79069374584116 1
"8" 1 1.38379480332596 1.07674030186645 1
"9" 1 0.201004735623143 0.769486591387561 1
"10" 1 -0.146874696054155 0.69740267958688 1
"11" 1 1.59252246233233 1.7 0
"12" 1 -0.146874696054155 1.7 0
"13" 1 0.6184600536359 1.25361502014831 1
"14" 1 0.270580621958602 0.438400649885456 1
"15" 1 -1.3644527069247 0.305285233198791 1
"16" 1 1.38379480332596 0.720125147830886 1
"17" 1 -0.877421502576481 0.596190208480674 1
"18" 1 -1.57318036593108 0.441531170953488 1
"19" 1 -0.599117957234642 0.535670727014465 1
"20" 1 1.59252246233233 1.7 0
"21" 1 1.34900686015823 0.351359550651857 1
"22" 1 0.68803593997136 0.594355987003457 1
"23" 1 0.514096224132711 1.13521638782548 1
"24" 1 1.73167423500325 0.349968891501694 1
"25" 1 0.54888416730044 0.443683021150003 1
"26" 1 0.722823883139089 1.7 0
"27" 1 0.166216792455413 0.641649457737026 1
"28" 1 0.340156508294062 0.671731396391661 1
"29" 1 -0.738269729905562 1.7 0
"30" 1 -1.22530093425378 0.432342168838182 1
"31" 1 1.62731040550006 0.721774567148954 1
"32" 1 1.41858274649369 0.645585394414911 1
"33" 1 0.68803593997136 0.864952388713119 1
"34" 1 1.03591537164866 0.407415634778814 1
"35" 1 -1.64275625226654 0.506686829721744 1
"36" 1 -0.0772988097186956 1.7 0
"37" 1 0.896763598977738 0.751313735099558 1
"38" 1 -0.98178533207967 0.432930296866598 1
"39" 1 -0.633905900402372 1.7 0
"40" 1 -0.91220944574421 0.540560813084353 1
"41" 1 -1.22530093425378 1.62018348429581 1
"42" 1 -0.286026468725074 0.421185460840938 1
"43" 1 -0.286026468725074 0.65923933817069 1
"44" 1 -0.459966184563723 1.29754329327332 1
"45" 1 -1.19051299108605 0.508159694014543 1
"46" 1 -1.26008887742151 1.7 0
"47" 1 -0.91220944574421 0.557499724618907 1
"48" 1 -0.112086752886425 1.09818992296259 1
"49" 1 -0.807845616241021 0.468398500018301 1
"50" 1 1.24464303065504 0.250066403692752 1
"51" 1 -1.57318036593108 0.534275984845879 1
"52" 1 -0.181662639221885 0.516430514179935 1
"53" 1 1.03591537164866 0.342274130006574 1
"54" 1 -1.29487682058924 0.493913823056172 1
"55" 1 0.235792678790872 0.419340104073945 1
"56" 1 -1.0165732752474 1.7 0
"57" 1 -1.29487682058924 1.14493087424176 1
"58" 1 0.896763598977738 0.443625289792269 1
"59" 1 1.38379480332596 0.638219159270104 1
"60" 1 -0.425178241395993 0.496940818744123 1
"61" 1 0.58367211046817 0.266995852246726 1
"62" 1 -1.39924065009243 0.892016344770423 1
"63" 1 -0.390390298228264 0.379322419642947 1
"64" 1 -0.773057673073291 0.442824602235739 1
"65" 1 1.10549125798412 1.22619960465295 1
"66" 1 -0.181662639221885 0.37735092130333 1
"67" 1 1.10549125798412 0.233466310422305 1
"68" 1 1.10549125798412 1.7 0
"69" 1 1.03591537164866 0.722271042890147 1
"70" 1 -0.216450582389615 0.355478225058689 1
"71" 1 0.896763598977738 1.7 0
"72" 1 0.444520337797251 0.342061643816432 1
"73" 1 0.757611826306819 0.859309918681999 1
"74" 1 -1.712332138602 1.7 0
"75" 1 -0.0772988097186956 0.783863977293882 1
"76" 1 -0.94699738891194 0.943044136190241 1
"77" 1 -0.425178241395993 0.647070962271733 1
"78" 1 0.409732394629521 1.7 0
"79" 1 -0.494754127731453 0.342720255990601 1
"80" 1 -1.32966476375697 0.434260611019882 1
"81" 1 -0.877421502576481 1.7 0
"82" 1 0.58367211046817 0.648368002963422 1
"83" 1 -0.286026468725074 0.707830115699582 1
"84" 1 1.00112742848093 0.490391641983969 1
"85" 1 -1.3644527069247 1.7 0
"86" 1 -0.216450582389615 0.922206326387395 1
"87" 1 1.69688629183552 0.302276215571116 1
"88" 1 1.38379480332596 0.880662824395647 1
"89" 1 1.34900686015823 0.591760689514852 1
"90" 1 -1.12093710475059 0.839710876808463 1
"91" 1 -1.26008887742151 1.7 0
"92" 1 0.54888416730044 0.26829465335268 1
"93" 1 -0.529542070899183 0.339113029852428 1
"94" 1 0.54888416730044 1.36384342983429 1
"95" 1 -0.599117957234642 1.7 0
"96" 1 -1.08614916158286 1.42150999816394 1
"97" 1 1.00112742848093 0.572620550492326 1
"98" 1 -1.39924065009243 0.573771476992333 1
"99" 1 -0.112086752886425 0.556472881080176 1
"100" 1 0.0618529629522235 1.10976128126667 1
"101" 1 0.340156508294062 1.0167699554794 1
"102" 1 -0.564330014066913 0.323180081359238 1
"103" 1 -0.0425108665509658 1.7 0
"104" 1 1.59252246233233 0.668203588516495 1
"105" 1 -0.0425108665509658 1.7 0
"106" 1 1.38379480332596 1.7 0
"107" 1 1.45337068966141 1.0260704355263 1
"108" 1 0.374944451461792 0.398710576650095 1
"109" 1 -0.286026468725074 0.414016522646046 1
"110" 1 -1.22530093425378 0.721428237001349 1
"111" 1 1.52294657599687 0.455579098160085 1
"112" 1 -0.668693843570102 0.576297365256995 1
"113" 1 -1.50360447959562 1.7 0
"114" 1 1.5577345191646 1.14224186851609 1
"115" 1 0.792399769474549 0.477071582281807 1
"116" 1 -1.22530093425378 0.835583252615053 1
"117" 1 0.166216792455413 1.7 0
"118" 1 1.59252246233233 0.377028090008942 1
"119" 1 0.305368565126332 0.416431471972401 1
"120" 1 -0.320814411892804 0.772382276599423 1
"121" 1 0.514096224132711 0.50464127310796 1
"122" 1 -0.633905900402372 0.698492540984174 1
"123" 1 -0.668693843570102 0.508397022126837 1
"124" 1 -0.98178533207967 0.341959124750674 1
"125" 1 -0.459966184563723 0.538501320358383 1
"126" 1 1.69688629183552 0.420778666726886 1
"127" 1 -1.19051299108605 1.7 0
"128" 1 -1.39924065009243 0.497611995038208 1
"129" 1 -1.22530093425378 0.389428767449109 1
"130" 1 0.68803593997136 0.306734240440128 1
"131" 1 0.409732394629521 1.7 0
"132" 1 1.38379480332596 0.643115851351936 1
"133" 1 0.6184600536359 1.7 0
"134" 1 0.827187712642279 1.17699596278344 1
"135" 1 0.0966409061199533 1.7 0
"136" 1 0.54888416730044 1.15622952953557 1
"137" 1 1.14027920115185 1.7 0
"138" 1 1.00112742848093 0.627087854859292 1
"139" 1 1.66209834866779 1.7 0
"140" 1 -0.216450582389615 0.30812024932394 1
"141" 1 -0.633905900402372 1.7 0
"142" 1 -0.320814411892804 0.676643486223409 1
"143" 1 -1.67754419543427 1.13743072179805 1
"144" 1 -1.08614916158286 0.732639343561671 1
"145" 1 1.20985508748731 1.36716686436358 1
"146" 1 -0.91220944574421 1.7 0
"147" 1 -0.91220944574421 0.906093426436448 1
"148" 1 -1.46881653642789 0.397963319593688 1
"149" 1 -0.877421502576481 1.7 0
"150" 1 0.827187712642279 0.459382045598732 1
"151" 1 1.20985508748731 0.862425120066749 1
"152" 1 -0.00772292338323606 0.509710665986366 1
"153" 1 -0.390390298228264 0.345138855526672 1
"154" 1 -0.877421502576481 0.339825073207951 1
"155" 1 -1.32966476375697 1.7 0
"156" 1 -0.390390298228264 0.745412478807987 1
"157" 1 0.270580621958602 0.451423984510518 1
"158" 1 -0.98178533207967 1.0652188686555 1
"159" 1 -0.181662639221885 0.949395351471206 1
"160" 1 -0.98178533207967 0.438111396229436 1
"161" 1 0.0270650197844937 0.605004792134921 1
"162" 1 -0.494754127731453 0.517974691067652 1
"163" 1 0.514096224132711 0.38465623547245 1
"164" 1 -0.425178241395993 1.7 0
"165" 1 -0.494754127731453 1.7 0
"166" 1 0.131428849287683 0.94142287851789 1
"167" 1 0.861975655810008 0.275485449847506 1
"168" 1 -0.94699738891194 1.7 0
"169" 1 -0.286026468725074 0.619382754580226 1
"170" 1 -0.807845616241021 1.49279702678887 1
"171" 1 0.444520337797251 1.7 0
"172" 1 -1.08614916158286 0.499747586937531 1
"173" 1 1.27943097382277 1.7 0
"174" 1 0.861975655810008 1.32828204943895 1
"175" 1 0.58367211046817 0.477642318490249 1
"176" 1 0.409732394629521 0.355950523496693 1
"177" 1 -0.425178241395993 1.7 0
"178" 1 0.0966409061199533 1.7 0
"179" 1 1.3142189169905 0.367213600701979 1
"180" 1 0.305368565126332 0.805690578228413 1
"181" 1 1.17506714431958 0.372984215334765 1
"182" 1 -0.633905900402372 1.58581019777397 1
"183" 1 0.722823883139089 0.683872247671493 1
"184" 1 -0.807845616241021 0.363282076410535 1
"185" 1 0.340156508294062 0.450811795328877 1
"186" 1 -0.0425108665509658 1.41858580304125 1
"187" 1 -0.807845616241021 1.7 0
"188" 1 0.235792678790872 1.30524396690395 1
"189" 1 1.45337068966141 0.516348400798155 1
"190" 1 1.41858274649369 0.43237061431018 1
"191" 1 -0.773057673073291 0.986382015522003 1
"192" 1 -0.599117957234642 0.493913826420127 1
"193" 1 1.69688629183552 1.7 0
"194" 1 0.409732394629521 1.7 0
"195" 1 1.52294657599687 0.636884604621495 1
"196" 1 -0.112086752886425 1.7 0
"197" 1 -0.320814411892804 0.832659381591029 1
"198" 1 0.54888416730044 0.271476356811617 1
"199" 1 -1.19051299108605 1.7 0
"200" 1 0.270580621958602 1.00220616743403 1
"201" 1 -0.91220944574421 1.47279130372003 1
"202" 1 1.62731040550006 0.321251570700817 1
"203" 1 0.374944451461792 1.1782201615701 1
"204" 1 0.0618529629522235 1.7 0
"205" 1 -0.320814411892804 0.557810590584149 1
"206" 1 1.34900686015823 0.681066043704217 1
"207" 1 -0.459966184563723 1.7 0
"208" 1 -0.738269729905562 0.576291695355661 1
"209" 1 -1.12093710475059 0.428444518524135 1
"210" 1 -1.12093710475059 0.362912203179154 1
"211" 1 -0.0425108665509658 0.908671465530141 1
"212" 1 -0.842633559408751 1.52323359486509 1
"213" 1 -0.98178533207967 1.7 0
"214" 1 0.6184600536359 1.7 0
"215" 1 -1.57318036593108 1.7 0
"216" 1 0.722823883139089 0.76413254028178 1
"217" 1 -0.494754127731453 1.32412398742454 1
"218" 1 -0.320814411892804 0.266806725822441 1
"219" 1 1.14027920115185 0.367971153167721 1
"220" 1 1.45337068966141 0.3447123067002 1
"221" 1 -0.738269729905562 1.7 0
"222" 1 1.62731040550006 0.926337109717991 1
"223" 1 0.792399769474549 1.7 0
"224" 1 0.65324799680363 0.704039950076855 1
"225" 1 -1.53839242276335 0.430741021364865 1
"226" 1 -0.355602355060534 0.916147768094147 1
"227" 1 -0.0772988097186956 0.461470975705398 1
"228" 1 0.235792678790872 1.13155919349526 1
"229" 1 0.68803593997136 0.797492635487796 1
"230" 1 1.45337068966141 0.705326549714491 1
"231" 1 0.409732394629521 0.538214424945414 1
"232" 1 -0.251238525557345 0.38479469862441 1
"233" 1 0.166216792455413 0.640371237149213 1
"234" 1 -1.53839242276335 0.739909259071686 1
"235" 1 -0.807845616241021 1.07061243062237 1
"236" 1 -0.355602355060534 0.498057745963173 1
"237" 1 -1.05136121841513 1.7 0
"238" 1 1.17506714431958 1.7 0
"239" 1 -1.19051299108605 0.397149135718408 1
"240" 1 1.07070331481639 0.441398661362154 1
"241" 1 0.166216792455413 0.551837543678178 1
"242" 1 0.58367211046817 1.4689406383772 1
"243" 1 -1.12093710475059 0.435735136738782 1
"244" 1 0.479308280964981 1.21516748090162 1
"245" 1 -0.633905900402372 1.7 0
"246" 1 0.792399769474549 1.7 0
"247" 1 -0.355602355060534 1.7 0
"248" 1 1.62731040550006 1.33699830269501 1
"249" 1 1.62731040550006 0.811022798830194 1
"250" 1 0.792399769474549 1.7 0
"251" 1 -0.842633559408751 0.423215027545723 1
"252" 1 -0.94699738891194 0.535879242579904 1
"253" 1 0.340156508294062 0.662762877792517 1
"254" 1 -0.807845616241021 1.7 0
"255" 1 0.131428849287683 1.7 0
"256" 1 1.00112742848093 0.526871747006734 1
"257" 1 -1.15572504791832 0.840650504614484 1
"258" 1 -0.320814411892804 1.7 0
"259" 1 -0.0772988097186956 0.678455234061024 1
"260" 1 1.27943097382277 0.550196624636428 1
"261" 1 1.48815863282914 0.53914758745105 1
"262" 1 1.34900686015823 0.73486435630761 1
"263" 1 0.6184600536359 0.569091187336298 1
"264" 1 1.59252246233233 1.7 0
"265" 1 0.0618529629522235 1.09755161121596 1
"266" 1 0.270580621958602 0.549587987831826 1
"267" 1 -0.564330014066913 1.54421497335924 1
"268" 1 -0.529542070899183 1.25247276543353 1
"269" 1 -1.64275625226654 1.7 0
"270" 1 0.0270650197844937 1.7 0
"271" 1 1.3142189169905 0.766566410338394 1
"272" 1 -1.712332138602 1.7 0
"273" 1 -1.46881653642789 1.7 0
"274" 1 -1.15572504791832 0.897338738333708 1
"275" 1 0.966339485313198 1.7 0
"276" 1 0.827187712642279 0.496602030222033 1
"277" 1 1.66209834866779 0.483766272636547 1
"278" 1 -0.112086752886425 1.7 0
"279" 1 -1.46881653642789 0.599067499561644 1
"280" 1 0.514096224132711 0.641374980868159 1
"281" 1 0.896763598977738 1.378256696149 1
"282" 1 -1.26008887742151 0.472654732795733 1
"283" 1 -0.355602355060534 1.7 0
"284" 1 -0.94699738891194 1.7 0
"285" 1 -1.53839242276335 0.503316632614137 1
"286" 1 -0.355602355060534 0.294834118476612 1
"287" 1 -1.50360447959562 0.771253869722291 1
"288" 1 -0.94699738891194 0.522728019152316 1
"289" 1 -1.53839242276335 1.7 0
"290" 1 0.6184600536359 0.390705804634763 1
"291" 1 -0.703481786737832 1.7 0
"292" 1 -1.3644527069247 0.491629898633841 1
"293" 1 -1.46881653642789 1.7 0
"294" 1 1.34900686015823 0.469235195244068 1
"295" 1 0.896763598977738 1.7 0
"296" 1 1.10549125798412 1.7 0
"297" 1 1.69688629183552 0.424157212453555 1
"298" 1 -1.3644527069247 1.17205074807784 1
"299" 1 -1.39924065009243 0.592192019901456 1
"300" 1 1.03591537164866 0.659226732914169 1
"301" 1 1.00112742848093 0.33836805507778 1
"302" 1 -1.712332138602 1.7 0
"303" 1 0.966339485313198 0.673848872117872 1
"304" 1 0.792399769474549 1.7 0
"305" 1 0.479308280964981 0.58217195765394 1
"306" 1 -0.0425108665509658 0.557999288241428 1
"307" 1 -1.19051299108605 1.3475022959978 1
"308" 1 -1.712332138602 0.392442144739684 1
"309" 1 -0.146874696054155 0.476950865844491 1
"310" 1 -0.00772292338323606 1.05511610688276 1
"311" 1 -0.390390298228264 0.893941103682744 1
"312" 1 -0.112086752886425 1.00322192091657 1
"313" 1 0.757611826306819 1.29256630764831 1
"314" 1 -1.53839242276335 1.09975816016217 1
"315" 1 -0.494754127731453 0.383686215184248 1
"316" 1 1.07070331481639 0.393339323541859 1
"317" 1 1.17506714431958 0.373458533616253 1
"318" 1 -0.91220944574421 0.28832702049781 1
"319" 1 -0.494754127731453 0.347271799849432 1
"320" 1 1.24464303065504 0.594548043436736 1
"321" 1 1.24464303065504 1.7 0
"322" 1 -0.703481786737832 0.523619393915239 1
"323" 1 -1.22530093425378 0.321695375626543 1
"324" 1 0.722823883139089 0.446410184856724 1
"325" 1 -1.3644527069247 1.06867598472068 1
"326" 1 -1.60796830909881 0.491826675103609 1
"327" 1 1.73167423500325 0.467448555116345 1
"328" 1 -1.60796830909881 0.763896385923358 1
"329" 1 -0.564330014066913 0.395171229607717 1
"330" 1 1.45337068966141 1.7 0
"331" 1 0.409732394629521 0.900288969044478 1
"332" 1 -0.738269729905562 0.615113626988078 1
"333" 1 0.827187712642279 0.723963864253778 1
"334" 1 1.17506714431958 1.7 0
"335" 1 -0.633905900402372 0.437591261512915 1
"336" 1 -0.00772292338323606 0.834602915472475 1
"337" 1 0.68803593997136 1.7 0
"338" 1 0.514096224132711 0.706652336612759 1
"339" 1 0.514096224132711 0.40806432078254 1
"340" 1 1.66209834866779 0.326323257000619 1
"341" 1 -0.286026468725074 1.7 0
"342" 1 -1.32966476375697 0.74934556769888 1
"343" 1 0.0966409061199533 0.67925357537702 1
"344" 1 -0.94699738891194 1.7 0
"345" 1 -0.0425108665509658 0.392938742524578 1
"346" 1 -0.425178241395993 1.00870327209008 1
"347" 1 1.69688629183552 0.495024294301743 1
"348" 1 -0.390390298228264 0.690810903005217 1
"349" 1 -0.94699738891194 1.16230954650518 1
"350" 1 0.444520337797251 0.71030396238942 1
"351" 1 -1.26008887742151 0.589613210838343 1
"352" 1 1.62731040550006 0.625028095274369 1
"353" 1 0.0618529629522235 0.269225819858886 1
"354" 1 -1.15572504791832 0.506881261817544 1
"355" 1 0.444520337797251 0.644584142974118 1
"356" 1 1.69688629183552 0.696625924278756 1
"357" 1 0.58367211046817 0.443994546330949 1
"358" 1 -0.286026468725074 1.7 0
"359" 1 -0.599117957234642 1.7 0
"360" 1 1.17506714431958 0.433910966063608 1
"361" 1 -1.22530093425378 0.568762963869805 1
"362" 1 -1.05136121841513 0.434180652192938 1
"363" 1 1.38379480332596 1.31932592893845 1
"364" 1 -0.668693843570102 1.7 0
"365" 1 -0.459966184563723 0.368196798592977 1
"366" 1 1.00112742848093 0.674139780090833 1
"367" 1 -1.05136121841513 0.713655550377439 1
"368" 1 -1.67754419543427 0.757618434466248 1
"369" 1 -0.320814411892804 1.12129314844048 1
"370" 1 -0.0425108665509658 1.3440793416913 1
"371" 1 -0.251238525557345 0.727957105961691 1
"372" 1 -0.529542070899183 0.308120687095297 1
